project_id,project_type,state,region,capacity_mw,sanctioned_budget_cr,planned_duration_months,contractor_count,land_acquisition_status,project_complexity,actual_cost_cr,actual_duration_months,cost_overrun_pct,delay_months,risk_level
P04511,Solar,Rajasthan,North,530,1668.11,18,9,Complete,Low,1773.07,22.4,6.29,4.4,Medium
P04512,Thermal,Gujarat,West,3173,8995.41,48,1,Pending,Low,10513.03,62.0,16.87,14.0,High
P04513,Wind,Tamil Nadu,South,311,648.98,32,5,Complete,Low,660.21,32.8,1.73,0.8,Low
P04514,Solar,Tamil Nadu,South,171,273.27,46,1,Complete,Low,282.02,47.8,3.2,1.8,Low
P04515,Hydro,Uttar Pradesh,North,2642,13304.09,111,1,Partial,High,16709.65,120.2,25.6,9.2,High
P04516,Thermal,Tamil Nadu,South,3463,11861.18,94,1,Partial,High,15436.96,108.4,30.15,14.4,High
P04517,Thermal,Tamil Nadu,South,4095,17581.98,75,4,Partial,Medium,21219.66,82.1,20.69,7.1,Medium
P04518,Transmission,Madhya Pradesh,Central,1823,4347.51,51,9,Complete,Medium,4982.46,58.2,14.6,7.2,Medium
P04519,Solar,Gujarat,West,262,615.16,39,7,Partial,High,740.35,51.5,20.35,12.5,High
P04520,Solar,Andhra Pradesh,South,294,1021.76,19,5,Partial,Low,1146.34,24.0,12.19,5.0,Medium
P04521,Wind,Uttar Pradesh,North,148,421.33,28,1,Pending,Low,496.17,44.0,17.76,16.0,High
P04522,Solar,Maharashtra,West,1021,2176.0,28,2,Partial,Low,2500.25,30.4,14.9,2.4,Medium
P04523,Transmission,Andhra Pradesh,South,212,377.64,17,6,Pending,Medium,509.73,31.4,34.98,14.4,High
P04524,Thermal,Uttar Pradesh,North,3481,12098.59,46,7,Partial,Low,13534.64,51.0,11.87,5.0,Medium
P04525,Hydro,Punjab,North,2702,20146.48,70,5,Complete,Medium,22353.72,73.2,10.96,3.2,Medium
P04526,Hydro,Uttar Pradesh,North,2928,20124.82,42,4,Partial,Medium,23420.52,50.1,16.38,8.1,Medium
P04527,Thermal,Tamil Nadu,South,3635,19626.56,39,8,Complete,Low,21240.03,43.3,8.22,4.3,Medium
P04528,Thermal,Andhra Pradesh,South,678,3660.69,78,3,Partial,Medium,4299.08,89.4,17.44,11.4,High
P04529,Hydro,Gujarat,West,2244,13237.43,68,10,Complete,Medium,14707.57,73.6,11.11,5.6,Medium
P04530,Hydro,Gujarat,West,3245,20561.97,58,9,Complete,Medium,22968.57,61.9,11.7,3.9,Medium
P04531,Thermal,Punjab,North,2767,8590.68,76,3,Partial,Medium,10373.03,86.6,20.75,10.6,High
P04532,Solar,Tamil Nadu,South,981,1545.4,19,9,Complete,Medium,1700.45,28.7,10.03,9.7,High
P04533,Transmission,Madhya Pradesh,Central,305,429.27,20,6,Pending,Medium,513.06,29.3,19.52,9.3,High
P04534,Hydro,Gujarat,West,359,1207.36,80,2,Complete,Medium,1322.45,84.1,9.53,4.1,Medium
P04535,Hydro,Uttar Pradesh,North,3956,19801.52,39,1,Partial,Medium,23801.19,49.9,20.2,10.9,High
P04536,Solar,Maharashtra,West,1210,3510.65,17,9,Partial,Low,4330.11,31.0,23.34,14.0,High
P04537,Transmission,Tamil Nadu,South,2165,3515.35,40,1,Partial,Medium,4166.33,48.9,18.52,8.9,Medium
P04538,Solar,Andhra Pradesh,South,1263,2012.61,42,1,Complete,Medium,2191.08,45.1,8.87,3.1,Medium
P04539,Thermal,Andhra Pradesh,South,2203,10337.84,37,1,Partial,High,12734.3,52.3,23.18,15.3,High
P04540,Hydro,Rajasthan,North,2810,14951.67,76,1,Complete,Low,15188.32,77.9,1.58,1.9,Low
P04541,Thermal,Madhya Pradesh,Central,1037,5250.42,67,6,Pending,Medium,6420.07,81.2,22.28,14.2,High
P04542,Hydro,Maharashtra,West,164,1274.41,87,1,Partial,Medium,1554.04,91.4,21.94,4.4,Medium
P04543,Wind,Andhra Pradesh,South,657,1231.26,19,5,Pending,Medium,1677.19,37.0,36.22,18.0,High
P04544,Hydro,Andhra Pradesh,South,3900,12187.3,67,2,Partial,Medium,14736.57,75.7,20.92,8.7,Medium
P04545,Transmission,Uttar Pradesh,North,2420,4224.38,44,10,Complete,Medium,4862.61,53.2,15.11,9.2,High
P04546,Wind,Punjab,North,723,1722.62,33,3,Complete,Medium,1871.66,38.3,8.65,5.3,Medium
P04547,Thermal,Uttar Pradesh,North,4612,19199.97,48,8,Complete,Medium,22323.32,56.7,16.27,8.7,Medium
P04548,Thermal,Haryana,North,3943,24361.61,66,5,Complete,Low,24429.83,67.9,0.28,1.9,Low
P04549,Solar,Punjab,North,840,2390.83,29,10,Complete,Medium,2741.97,36.1,14.69,7.1,Medium
P04550,Wind,Haryana,North,251,616.16,28,1,Complete,High,699.85,35.3,13.58,7.3,Medium
P04551,Wind,Uttar Pradesh,North,496,1019.87,17,1,Complete,Medium,1060.91,18.9,4.02,1.9,Low
P04552,Transmission,Karnataka,South,693,1269.39,32,3,Complete,Low,1295.79,33.2,2.08,1.2,Low
P04553,Thermal,Haryana,North,1792,11220.24,75,2,Partial,Low,12490.06,82.2,11.32,7.2,Medium
P04554,Transmission,Madhya Pradesh,Central,1225,2800.78,14,3,Complete,High,3036.32,19.0,8.41,5.0,Medium
P04555,Hydro,Rajasthan,North,415,2121.67,79,6,Complete,Medium,2301.36,82.6,8.47,3.6,Medium
P04556,Hydro,Punjab,North,197,1001.0,90,1,Complete,High,1204.44,98.2,20.32,8.2,Medium
P04557,Hydro,Punjab,North,1298,4473.93,104,9,Partial,Medium,5395.35,114.5,20.6,10.5,High
P04558,Wind,Uttar Pradesh,North,477,948.64,35,1,Pending,Medium,1246.12,43.1,31.36,8.1,High
P04559,Solar,Rajasthan,North,726,1818.72,12,5,Complete,Medium,1982.96,13.1,9.03,1.1,Low
P04560,Wind,Karnataka,South,837,2024.73,27,4,Partial,Medium,2424.89,36.2,19.76,9.2,High
P04561,Thermal,Haryana,North,3661,18128.62,71,3,Partial,High,24596.1,84.3,35.68,13.3,High
P04562,Thermal,Andhra Pradesh,South,2303,6667.02,54,3,Complete,Medium,7248.82,56.6,8.73,2.6,Low
P04563,Hydro,Haryana,North,3243,25714.32,62,5,Complete,Low,25932.08,63.3,0.85,1.3,Low
P04564,Wind,Karnataka,South,416,923.26,22,6,Complete,Medium,1009.72,26.0,9.36,4.0,Medium
P04565,Solar,Tamil Nadu,South,583,1787.29,43,9,Complete,Medium,2019.39,48.8,12.99,5.8,Medium
P04566,Wind,Gujarat,West,982,2078.9,31,4,Complete,Medium,2278.69,34.4,9.61,3.4,Medium
P04567,Wind,Haryana,North,752,1489.63,31,9,Pending,Medium,1940.72,47.2,30.28,16.2,High
P04568,Thermal,Haryana,North,2013,7559.37,41,5,Partial,Medium,8951.78,51.5,18.42,10.5,High
P04569,Solar,Maharashtra,West,1182,3808.76,21,6,Complete,Low,3832.04,21.5,0.61,0.5,Low
P04570,Transmission,Maharashtra,West,1984,3247.03,47,8,Partial,High,4030.82,66.5,24.14,19.5,High
P04571,Thermal,Uttar Pradesh,North,2630,15201.75,51,1,Complete,Medium,16562.99,55.4,8.95,4.4,Medium
P04572,Transmission,Madhya Pradesh,Central,2240,4446.09,30,4,Complete,High,4733.68,40.7,6.47,10.7,High
P04573,Transmission,Punjab,North,680,1531.35,45,9,Pending,Low,1823.5,61.2,19.08,16.2,High
P04574,Thermal,Karnataka,South,4741,12525.13,55,10,Complete,Low,13724.36,59.8,9.57,4.8,Medium
P04575,Solar,Tamil Nadu,South,1361,4663.57,13,2,Complete,Medium,5041.77,17.9,8.11,4.9,Medium
P04576,Solar,Haryana,North,1115,2574.83,29,5,Pending,Medium,3278.06,42.6,27.31,13.6,High
P04577,Hydro,Haryana,North,391,1795.45,38,6,Partial,Medium,2119.95,48.5,18.07,10.5,High
P04578,Solar,Madhya Pradesh,Central,1312,4195.76,15,3,Partial,Medium,4965.95,26.2,18.36,11.2,High
P04579,Hydro,Uttar Pradesh,North,3026,10066.38,119,7,Complete,Medium,10646.19,122.8,5.76,3.8,Medium
P04580,Transmission,Uttar Pradesh,North,1354,3321.29,35,6,Partial,Low,3580.19,40.9,7.8,5.9,Medium
P04581,Solar,Gujarat,West,789,1315.56,13,4,Complete,Low,1328.02,13.2,0.95,0.2,Low
P04582,Solar,Andhra Pradesh,South,847,2450.52,31,9,Complete,Low,2617.29,36.7,6.81,5.7,Medium
P04583,Thermal,Rajasthan,North,3572,10469.16,62,5,Complete,Low,10469.51,63.3,0.0,1.3,Low
P04584,Hydro,Gujarat,West,3011,12430.94,96,6,Partial,Low,14622.69,104.2,17.63,8.2,Medium
P04585,Thermal,Haryana,North,1207,4316.87,72,6,Partial,High,5578.47,87.8,29.22,15.8,High
P04586,Transmission,Haryana,North,1549,3762.91,40,3,Complete,Medium,3982.73,41.1,5.84,1.1,Low
P04587,Transmission,Madhya Pradesh,Central,609,921.7,58,5,Complete,Medium,981.95,59.6,6.54,1.6,Low
P04588,Transmission,Tamil Nadu,South,2210,3115.38,53,9,Partial,High,4049.14,72.5,29.97,19.5,High
P04589,Hydro,Gujarat,West,3828,17935.13,54,6,Partial,High,23015.92,67.7,28.33,13.7,High
P04590,Solar,Tamil Nadu,South,1272,3726.91,43,6,Partial,Medium,4707.73,49.2,26.32,6.2,High
P04591,Wind,Rajasthan,North,646,1887.93,24,7,Partial,High,2386.53,42.3,26.41,18.3,High
P04592,Solar,Punjab,North,1398,2851.48,33,1,Complete,Medium,3040.33,37.8,6.62,4.8,Medium
P04593,Thermal,Karnataka,South,2557,6987.25,55,10,Complete,Medium,7796.53,60.1,11.58,5.1,Medium
P04594,Thermal,Rajasthan,North,2501,10728.09,85,8,Complete,Low,11132.24,88.7,3.77,3.7,Medium
P04595,Wind,Tamil Nadu,South,295,771.38,30,2,Complete,Medium,860.45,32.9,11.55,2.9,Medium
P04596,Thermal,Karnataka,South,2126,9439.14,59,2,Complete,Low,9798.63,59.6,3.81,0.6,Low
P04597,Thermal,Maharashtra,West,2807,14028.36,72,9,Pending,Medium,20388.75,85.7,45.34,13.7,High
P04598,Solar,Tamil Nadu,South,1458,4072.43,25,8,Partial,Medium,4771.32,35.7,17.16,10.7,High
P04599,Solar,Andhra Pradesh,South,705,2130.02,24,10,Complete,High,2614.94,37.8,22.77,13.8,High
P04600,Wind,Andhra Pradesh,South,407,1027.87,31,10,Complete,High,1256.39,46.8,22.23,15.8,High
P04601,Wind,Tamil Nadu,South,467,679.18,15,2,Partial,Low,728.55,19.7,7.27,4.7,Medium
P04602,Solar,Haryana,North,1393,4248.85,25,2,Partial,Low,4669.97,34.0,9.91,9.0,Medium
P04603,Solar,Punjab,North,563,1081.7,12,7,Partial,Medium,1255.32,21.9,16.05,9.9,High
P04604,Thermal,Rajasthan,North,1423,8877.65,87,10,Complete,High,11235.09,98.0,26.55,11.0,High
P04605,Wind,Rajasthan,North,696,1341.34,22,6,Complete,High,1645.21,32.2,22.65,10.2,High
P04606,Hydro,Madhya Pradesh,Central,1434,4402.91,77,8,Partial,Medium,5544.69,91.1,25.93,14.1,High
P04607,Thermal,Haryana,North,1810,4725.39,61,3,Complete,High,5616.24,69.3,18.85,8.3,Medium
P04608,Hydro,Madhya Pradesh,Central,1715,11444.26,87,8,Complete,Medium,13302.0,97.6,16.23,10.6,High
P04609,Wind,Gujarat,West,363,868.74,23,5,Partial,Medium,1056.81,32.2,21.65,9.2,High
P04610,Hydro,Andhra Pradesh,South,286,2062.65,90,5,Partial,Medium,2422.93,99.6,17.47,9.6,High
P04611,Transmission,Andhra Pradesh,South,1095,1523.08,13,6,Partial,High,1788.36,21.6,17.42,8.6,Medium
P04612,Thermal,Andhra Pradesh,South,1745,6817.93,80,10,Complete,Low,7164.32,83.0,5.08,3.0,Medium
P04613,Wind,Uttar Pradesh,North,615,1195.69,26,5,Partial,Medium,1402.21,32.2,17.27,6.2,Medium
P04614,Wind,Gujarat,West,334,496.51,15,6,Complete,Medium,552.49,17.7,11.28,2.7,Medium
P04615,Wind,Punjab,North,620,1026.11,31,1,Complete,Low,1071.88,32.7,4.46,1.7,Low
P04616,Solar,Maharashtra,West,1177,3574.28,46,9,Partial,High,4978.78,58.3,39.29,12.3,High
P04617,Thermal,Maharashtra,West,633,2072.2,72,7,Partial,High,2494.74,88.3,20.39,16.3,High
P04618,Wind,Tamil Nadu,South,952,2767.4,19,4,Complete,Low,2835.54,20.6,2.46,1.6,Low
P04619,Transmission,Madhya Pradesh,Central,1121,1706.01,36,1,Pending,Medium,2266.31,52.7,32.84,16.7,High
P04620,Solar,Uttar Pradesh,North,1156,3636.59,16,4,Complete,Medium,4017.67,19.9,10.48,3.9,Medium
P04621,Solar,Tamil Nadu,South,223,433.94,44,7,Pending,Medium,581.68,59.9,34.05,15.9,High
P04622,Solar,Rajasthan,North,733,1323.1,24,8,Complete,Medium,1498.56,31.1,13.26,7.1,Medium
P04623,Solar,Rajasthan,North,1364,4300.5,39,1,Partial,Low,4873.75,48.1,13.33,9.1,High
P04624,Solar,Tamil Nadu,South,875,2096.7,38,6,Complete,Medium,2274.1,41.1,8.46,3.1,Medium
P04625,Solar,Tamil Nadu,South,536,1618.8,15,7,Complete,Low,1632.17,16.8,0.83,1.8,Low
P04626,Thermal,Madhya Pradesh,Central,3703,15912.86,36,5,Pending,Medium,20343.62,50.1,27.84,14.1,High
P04627,Hydro,Uttar Pradesh,North,866,4943.9,84,1,Pending,Medium,6150.42,96.5,24.4,12.5,High
P04628,Solar,Gujarat,West,1037,2385.05,21,4,Partial,High,3027.28,39.5,26.93,18.5,High
P04629,Wind,Haryana,North,284,582.97,12,7,Complete,Medium,627.02,15.4,7.56,3.4,Medium
P04630,Hydro,Karnataka,South,2589,11117.51,105,4,Complete,Medium,11858.48,109.5,6.66,4.5,Medium
P04631,Wind,Karnataka,South,815,1322.35,14,5,Complete,Low,1340.05,15.8,1.34,1.8,Low
P04632,Hydro,Andhra Pradesh,South,3466,25033.23,87,1,Complete,Medium,27497.58,90.2,9.84,3.2,Medium
P04633,Hydro,Tamil Nadu,South,567,3734.47,95,4,Partial,Low,4183.23,98.5,12.02,3.5,Medium
P04634,Wind,Punjab,North,394,1137.98,31,3,Partial,Medium,1429.89,38.8,25.65,7.8,High
P04635,Wind,Rajasthan,North,163,247.46,27,6,Pending,Medium,330.77,37.1,33.66,10.1,High
P04636,Transmission,Rajasthan,North,2968,4718.01,53,4,Complete,Low,4731.81,53.2,0.29,0.2,Low
P04637,Wind,Karnataka,South,582,887.47,28,4,Partial,Medium,1051.97,39.4,18.54,11.4,High
P04638,Solar,Gujarat,West,1252,2839.39,28,1,Pending,Low,3572.22,44.5,25.81,16.5,High
P04639,Thermal,Haryana,North,2917,10975.28,65,6,Partial,Low,13044.25,69.1,18.85,4.1,Medium
P04640,Solar,Madhya Pradesh,Central,96,220.74,39,1,Complete,High,244.06,48.4,10.56,9.4,High
P04641,Solar,Maharashtra,West,1415,3919.88,30,3,Complete,Medium,4201.53,33.2,7.19,3.2,Medium
P04642,Solar,Tamil Nadu,South,926,2631.03,12,8,Partial,Low,3173.31,20.6,20.61,8.6,Medium
P04643,Wind,Rajasthan,North,997,2611.2,25,9,Partial,Medium,3247.48,34.7,24.37,9.7,High
P04644,Wind,Madhya Pradesh,Central,799,2213.6,28,2,Partial,Medium,2738.2,39.8,23.7,11.8,High
P04645,Transmission,Punjab,North,2592,4596.67,46,5,Complete,Low,4818.33,47.6,4.82,1.6,Low
P04646,Transmission,Gujarat,West,2972,5344.03,43,1,Partial,Low,6163.2,48.1,15.33,5.1,Medium
P04647,Thermal,Gujarat,West,2946,11472.16,77,9,Partial,High,14695.3,92.4,28.1,15.4,High
P04648,Transmission,Punjab,North,2083,2878.95,42,6,Pending,Medium,3770.93,52.4,30.98,10.4,High
P04649,Wind,Rajasthan,North,188,389.12,31,9,Partial,Medium,475.92,42.1,22.31,11.1,High
P04650,Thermal,Punjab,North,4119,20200.09,67,5,Complete,Low,20271.12,67.2,0.35,0.2,Low
P04651,Transmission,Karnataka,South,234,447.47,33,6,Partial,Low,528.85,37.9,18.19,4.9,Medium
P04652,Wind,Uttar Pradesh,North,898,2635.81,33,2,Pending,Medium,3270.02,53.4,24.06,20.4,High
P04653,Solar,Punjab,North,283,563.45,46,1,Complete,High,684.33,51.6,21.45,5.6,Medium
P04654,Wind,Rajasthan,North,75,107.86,17,8,Complete,Low,113.37,20.8,5.11,3.8,Medium
P04655,Solar,Andhra Pradesh,South,220,698.78,12,8,Pending,Medium,938.83,36.7,34.35,24.7,High
P04656,Solar,Gujarat,West,1382,2525.88,18,9,Complete,High,2946.54,26.2,16.65,8.2,Medium
P04657,Solar,Karnataka,South,1028,1710.98,45,10,Partial,High,2163.09,57.4,26.42,12.4,High
P04658,Wind,Punjab,North,874,1278.66,31,2,Complete,Low,1319.98,31.2,3.23,0.2,Low
P04659,Transmission,Rajasthan,North,262,320.92,15,9,Partial,Low,387.82,25.1,20.85,10.1,High
P04660,Thermal,Maharashtra,West,4777,13057.56,84,6,Pending,Medium,15115.83,100.8,15.76,16.8,High
P04661,Solar,Andhra Pradesh,South,195,394.22,33,9,Partial,Medium,488.55,44.7,23.93,11.7,High
P04662,Transmission,Tamil Nadu,South,2983,7280.37,50,5,Complete,Medium,7802.23,54.2,7.17,4.2,Medium
P04663,Wind,Gujarat,West,138,403.72,25,8,Complete,Medium,478.52,32.7,18.53,7.7,Medium
P04664,Solar,Haryana,North,927,1807.53,33,3,Complete,Medium,1945.92,38.5,7.66,5.5,Medium
P04665,Solar,Haryana,North,152,309.05,42,1,Complete,Medium,335.66,46.7,8.61,4.7,Medium
P04666,Hydro,Madhya Pradesh,Central,1899,12287.23,61,10,Complete,Medium,14781.17,69.0,20.3,8.0,Medium
P04667,Hydro,Gujarat,West,1181,4068.28,46,10,Pending,Low,5601.17,59.9,37.68,13.9,High
P04668,Solar,Madhya Pradesh,Central,1471,2845.54,27,10,Complete,Medium,3338.43,36.3,17.32,9.3,High
P04669,Wind,Karnataka,South,439,672.21,28,7,Complete,Low,691.7,29.9,2.9,1.9,Low
P04670,Transmission,Tamil Nadu,South,661,1335.73,47,3,Complete,Medium,1498.71,51.5,12.2,4.5,Medium
P04671,Hydro,Tamil Nadu,South,2989,15582.89,42,1,Partial,Low,17440.06,45.4,11.92,3.4,Medium
P04672,Thermal,Uttar Pradesh,North,4714,13452.21,42,3,Partial,Low,15358.87,49.7,14.17,7.7,Medium
P04673,Transmission,Uttar Pradesh,North,2026,2211.69,37,4,Partial,Medium,2677.54,45.4,21.06,8.4,Medium
P04674,Thermal,Karnataka,South,2463,13802.63,47,3,Partial,Medium,17266.27,55.1,25.09,8.1,High
P04675,Solar,Tamil Nadu,South,263,886.39,46,5,Complete,Low,905.81,46.4,2.19,0.4,Low
P04676,Wind,Punjab,North,806,1567.63,14,9,Pending,Medium,1988.68,34.0,26.86,20.0,High
P04677,Wind,Andhra Pradesh,South,210,438.83,14,1,Complete,High,509.69,20.6,16.15,6.6,Medium
P04678,Thermal,Maharashtra,West,3363,10679.1,60,10,Complete,Medium,11561.95,68.5,8.27,8.5,Medium
P04679,Transmission,Andhra Pradesh,South,335,704.92,44,8,Complete,Medium,808.9,53.6,14.75,9.6,High
P04680,Transmission,Uttar Pradesh,North,2468,6133.81,43,5,Pending,Medium,8387.76,62.8,36.75,19.8,High
P04681,Wind,Tamil Nadu,South,960,2237.91,30,4,Complete,Medium,2407.19,33.1,7.56,3.1,Medium
P04682,Transmission,Maharashtra,West,1003,1548.94,27,9,Partial,Low,1708.65,34.1,10.31,7.1,Medium
P04683,Hydro,Madhya Pradesh,Central,3196,19014.13,39,4,Complete,High,22542.84,43.2,18.56,4.2,Medium
P04684,Wind,Karnataka,South,167,243.96,24,2,Complete,Medium,260.29,25.9,6.69,1.9,Low
P04685,Solar,Punjab,North,887,2982.57,44,1,Partial,High,3537.93,55.4,18.62,11.4,High
P04686,Transmission,Rajasthan,North,2599,6165.18,32,10,Complete,Low,6465.68,38.0,4.87,6.0,Medium
P04687,Wind,Madhya Pradesh,Central,991,2654.95,18,8,Partial,Medium,3418.78,29.5,28.77,11.5,High
P04688,Thermal,Rajasthan,North,3518,14675.13,95,9,Complete,Low,15712.49,99.7,7.07,4.7,Medium
P04689,Hydro,Madhya Pradesh,Central,3230,22587.35,118,4,Complete,Low,23453.58,118.7,3.84,0.7,Low
P04690,Hydro,Punjab,North,1246,7232.54,92,10,Partial,Low,8515.55,104.3,17.74,12.3,High
P04691,Transmission,Tamil Nadu,South,2173,2648.81,54,4,Pending,Medium,3367.68,69.2,27.14,15.2,High
P04692,Wind,Maharashtra,West,892,1807.92,21,3,Complete,High,2086.44,31.7,15.41,10.7,High
P04693,Hydro,Karnataka,South,1058,4733.51,38,7,Complete,High,5655.99,43.6,19.49,5.6,Medium
P04694,Thermal,Madhya Pradesh,Central,2458,12520.52,56,9,Partial,Medium,15462.11,66.7,23.49,10.7,High
P04695,Solar,Uttar Pradesh,North,1244,3760.5,18,9,Complete,High,4839.5,29.1,28.69,11.1,High
P04696,Thermal,Karnataka,South,3551,11157.53,91,10,Complete,High,13419.82,109.4,20.28,18.4,High
P04697,Wind,Maharashtra,West,468,754.87,18,5,Complete,Medium,832.46,22.4,10.28,4.4,Medium
P04698,Thermal,Tamil Nadu,South,2591,15471.28,80,1,Complete,Low,15986.0,80.8,3.33,0.8,Low
P04699,Wind,Maharashtra,West,830,1225.21,21,2,Complete,High,1453.02,32.4,18.59,11.4,High
P04700,Hydro,Punjab,North,595,2546.31,69,4,Pending,Medium,3002.82,85.5,17.93,16.5,High
P04701,Thermal,Maharashtra,West,3219,11397.42,45,9,Partial,Medium,14066.37,60.3,23.42,15.3,High
P04702,Hydro,Rajasthan,North,653,3279.83,108,1,Pending,Medium,4215.49,121.6,28.53,13.6,High
P04703,Hydro,Madhya Pradesh,Central,2726,11748.72,81,4,Partial,Low,13658.7,90.8,16.26,9.8,High
P04704,Thermal,Madhya Pradesh,Central,3662,11114.05,81,8,Complete,Medium,13214.33,88.1,18.9,7.1,Medium
P04705,Wind,Maharashtra,West,75,158.0,29,6,Complete,Medium,166.23,30.7,5.21,1.7,Low
P04706,Hydro,Gujarat,West,2646,18788.88,104,10,Partial,High,23374.49,114.6,24.41,10.6,High
P04707,Hydro,Uttar Pradesh,North,2235,8668.8,95,6,Complete,Low,9083.16,95.6,4.78,0.6,Low
P04708,Transmission,Punjab,North,2919,3192.98,27,6,Complete,Medium,3382.62,30.8,5.94,3.8,Medium
P04709,Solar,Andhra Pradesh,South,1262,3268.89,37,8,Partial,High,4396.98,48.2,34.51,11.2,High
P04710,Wind,Gujarat,West,729,964.2,27,5,Complete,Medium,1052.97,30.3,9.21,3.3,Medium
P04711,Wind,Karnataka,South,957,1818.6,13,7,Complete,Low,1874.2,14.7,3.06,1.7,Low
P04712,Hydro,Gujarat,West,3489,13065.13,61,8,Complete,High,15040.15,71.7,15.12,10.7,High
P04713,Thermal,Madhya Pradesh,Central,985,2682.51,81,1,Complete,Medium,2895.23,83.3,7.93,2.3,Low
P04714,Hydro,Karnataka,South,1172,6773.56,65,2,Complete,Medium,7410.61,69.1,9.4,4.1,Medium
P04715,Transmission,Andhra Pradesh,South,2881,3702.49,53,5,Partial,Medium,4199.81,63.4,13.43,10.4,High
P04716,Transmission,Rajasthan,North,2598,4368.74,59,7,Complete,Medium,4735.06,61.9,8.38,2.9,Low
P04717,Hydro,Karnataka,South,3523,11137.45,52,2,Partial,Medium,12123.01,62.3,8.85,10.3,High
P04718,Solar,Punjab,North,1306,2320.76,18,9,Complete,Low,2507.72,22.6,8.06,4.6,Medium
P04719,Wind,Madhya Pradesh,Central,287,850.5,34,2,Partial,Low,965.62,39.8,13.54,5.8,Medium
P04720,Wind,Tamil Nadu,South,893,1367.84,26,10,Partial,Medium,1715.54,40.5,25.42,14.5,High
P04721,Thermal,Madhya Pradesh,Central,4652,24898.53,54,7,Pending,Medium,34897.2,71.4,40.16,17.4,High
P04722,Wind,Karnataka,South,87,184.95,20,4,Complete,Medium,194.67,24.3,5.25,4.3,Medium
P04723,Thermal,Haryana,North,2163,13015.19,82,2,Complete,Medium,14022.04,86.1,7.74,4.1,Medium
P04724,Transmission,Punjab,North,1874,3518.99,22,9,Complete,Medium,4078.65,31.2,15.9,9.2,High
P04725,Wind,Gujarat,West,974,1288.82,16,6,Pending,Medium,1612.16,36.3,25.09,20.3,High
P04726,Transmission,Rajasthan,North,1166,1701.75,59,7,Complete,Medium,1798.99,62.4,5.71,3.4,Medium
P04727,Solar,Maharashtra,West,1410,3053.03,30,7,Partial,High,4054.05,42.7,32.79,12.7,High
P04728,Thermal,Tamil Nadu,South,1507,4512.87,47,5,Complete,Medium,4789.05,50.6,6.12,3.6,Medium
P04729,Hydro,Tamil Nadu,South,1130,8936.01,43,9,Pending,Medium,11330.03,59.4,26.79,16.4,High
P04730,Hydro,Gujarat,West,3193,16521.24,38,4,Partial,Low,18590.82,46.3,12.53,8.3,Medium
P04731,Hydro,Uttar Pradesh,North,2411,10544.96,44,4,Complete,Low,10575.91,44.2,0.29,0.2,Low
P04732,Solar,Haryana,North,630,1602.53,23,5,Partial,High,1988.46,36.0,24.08,13.0,High
P04733,Transmission,Tamil Nadu,South,2717,6473.53,22,2,Partial,High,8360.31,39.3,29.15,17.3,High
P04734,Solar,Gujarat,West,936,1616.09,17,2,Partial,Low,1865.86,20.6,15.46,3.6,Medium
P04735,Hydro,Gujarat,West,262,1653.21,68,3,Pending,Medium,2183.26,85.2,32.06,17.2,High
P04736,Hydro,Punjab,North,1533,8252.72,95,2,Partial,Low,9110.46,100.0,10.39,5.0,Medium
P04737,Hydro,Punjab,North,1225,7218.44,47,5,Complete,Low,7247.2,47.0,0.4,0.0,Low
P04738,Hydro,Andhra Pradesh,South,1739,5314.11,41,3,Pending,Medium,6895.69,58.7,29.76,17.7,High
P04739,Solar,Rajasthan,North,370,577.78,15,7,Complete,Medium,630.37,18.5,9.1,3.5,Medium
P04740,Thermal,Madhya Pradesh,Central,655,4064.19,75,2,Complete,Medium,4327.4,76.8,6.48,1.8,Low
P04741,Transmission,Tamil Nadu,South,2501,4276.92,40,8,Complete,Medium,4784.9,43.5,11.88,3.5,Medium
P04742,Transmission,Maharashtra,West,483,557.75,34,10,Pending,Low,709.87,57.4,27.27,23.4,High
P04743,Wind,Gujarat,West,162,267.18,24,8,Partial,Medium,349.16,34.8,30.68,10.8,High
P04744,Wind,Gujarat,West,818,1890.59,20,8,Partial,Low,2189.7,25.8,15.82,5.8,Medium
P04745,Thermal,Punjab,North,4221,13122.2,87,2,Complete,Medium,13905.41,90.7,5.97,3.7,Medium
P04746,Hydro,Haryana,North,2144,16834.95,65,7,Complete,Low,17632.86,65.4,4.74,0.4,Low
P04747,Hydro,Tamil Nadu,South,616,3357.32,49,4,Complete,Low,3492.71,49.3,4.03,0.3,Low
P04748,Transmission,Haryana,North,1214,1287.11,39,5,Complete,High,1599.04,49.8,24.23,10.8,High
P04749,Thermal,Punjab,North,1422,8502.13,56,9,Partial,High,12203.03,66.4,43.53,10.4,High
P04750,Solar,Uttar Pradesh,North,1435,3965.6,25,10,Complete,Low,4271.09,29.8,7.7,4.8,Medium
P04751,Thermal,Tamil Nadu,South,4062,25773.5,62,2,Partial,Medium,30586.35,67.7,18.67,5.7,Medium
P04752,Wind,Andhra Pradesh,South,92,211.5,22,3,Partial,High,246.85,35.1,16.71,13.1,High
P04753,Thermal,Madhya Pradesh,Central,1459,7365.17,65,4,Partial,Medium,8354.61,75.8,13.43,10.8,High
P04754,Hydro,Uttar Pradesh,North,567,2996.38,90,7,Partial,Medium,3423.84,102.3,14.27,12.3,High
